total_dist,total_time,avg_speed,min_speed,max_speed,target
963.0,2287.54,2.38,0.0,7.78,2
682.0,2185.5,3.2,0.04,6.21,2
88.0,551.62,6.27,0.28,17.65,1
2866.0,11368.94,3.97,0.04,45.73,4
1518.0,19038.39,12.54,0.62,19.54,4
1258.0,2930.0,2.33,0.0,13.62,2
148.0,222.58,1.5,0.24,3.21,3
164.0,309.17,1.89,0.69,4.97,3
1962.0,1973.84,1.01,0.07,2.08,2
1760.0,112018.67,63.65,8.33,84.21,4
658.0,2493.51,3.79,0.57,9.8,2
996.0,3331.01,3.34,0.04,11.34,2
944.0,14889.62,15.77,0.39,20.66,1
128.0,222.68,1.74,1.09,1.37,3
476.0,155.28,0.33,0.0,5.06,3
1668.0,1038.32,0.62,0.0,13.88,2
525.0,1855.44,3.53,0.26,7.93,2
177.0,346.85,1.96,0.5,5.23,3
406.0,1218.8,3.0,0.15,9.63,2
1127.0,8729.8,7.75,0.0,24.39,1
84.0,104.34,1.24,0.07,5.89,3
985.0,3125.31,3.17,0.0,17.89,1
336.0,2844.35,8.47,0.07,23.21,1
1179.0,5272.6,4.47,0.33,12.14,1
2368.0,6238.98,2.63,0.0,13.65,2
896.0,2207.85,2.46,0.0,10.32,2
310.0,316.4,1.02,0.0,3.57,3
256.0,2974.11,11.62,0.96,45.12,4
416.0,1170.58,2.81,1.4,7.05,2
377.0,522.29,1.39,1.05,1.61,3
1061.0,14754.52,13.91,1.08,20.72,1
675.0,906.62,1.34,0.54,3.25,3
697.0,1941.28,2.79,0.62,4.96,2
484.0,304.01,0.63,0.0,2.01,3
80.0,54.11,0.68,0.19,2.13,3
2120.0,112308.58,52.98,0.0,82.87,4
706.0,1844.76,2.61,0.0,6.42,2
712.0,1963.03,2.76,0.0,13.91,2
630.0,7223.52,11.47,0.0,19.35,1
190.0,599.55,3.16,0.36,4.31,3
1363.0,1855.94,1.36,0.35,3.49,3
916.0,14273.02,15.58,0.0,23.15,1
97.0,129.54,1.34,0.11,2.92,3
309.0,1423.11,4.61,0.26,15.34,1
289.0,1012.05,3.5,1.0,5.24,2
1549.0,10505.23,6.78,0.6,36.8,1
1174.0,38449.59,32.75,6.51,45.26,4
475.0,721.25,1.52,0.0,4.86,3
487.0,568.34,1.17,0.0,5.58,3
115.0,118.33,1.03,0.41,1.05,3
838.0,1143.94,1.37,0.04,5.98,3
45.0,67.16,1.49,0.42,2.84,3
154.0,221.74,1.44,0.52,3.0,3
265.0,362.07,1.37,0.0,5.58,3
362.0,370.42,1.02,0.48,1.9,3
977.0,271.6,0.28,0.0,2.0,3
82.0,43.41,0.53,0.0,2.44,3
525.0,681.1,1.3,0.4,1.74,3
32.0,102.64,3.21,0.31,5.48,3
1760.0,13640.61,7.75,0.0,20.5,1
951.0,4146.59,4.36,0.0,8.51,2
1302.0,3522.94,2.71,0.0,8.95,2
58.0,129.96,2.24,0.54,2.97,3
87.0,140.27,1.61,1.23,1.57,3
285.0,164.99,0.58,0.0,3.19,3
786.0,4400.82,5.6,0.0,19.78,1
1158.0,1469.82,1.27,0.0,3.98,3
497.0,1032.8,2.08,0.26,3.29,2
416.0,376.62,0.91,0.0,4.01,3
4950.0,11619.86,2.35,0.22,8.4,2
410.0,683.04,1.67,0.0,5.71,3
138.0,256.86,1.86,1.27,4.12,3
2235.0,1974.82,0.88,0.0,3.39,3
339.0,461.8,1.36,0.0,4.94,3
165.0,232.87,1.41,0.06,5.77,3
2405.0,2323.59,0.97,0.0,3.94,3
700.0,889.64,1.27,0.05,4.69,2
230.0,118.65,0.52,0.0,2.29,3
55354.0,2246.88,0.04,0.02,16.89,1
1437.0,8744.55,6.09,0.16,6.67,4
146.0,68.4,0.47,0.0,2.79,3
992.0,2944.16,2.97,0.0,7.45,2
642.0,979.17,1.53,0.14,5.19,3
421.0,538.86,1.28,0.39,5.86,3
490.0,732.19,1.49,0.77,1.77,3
20.0,8.71,0.44,0.17,0.58,3
970.0,2555.64,2.63,0.0,6.74,2
219.0,1681.38,7.68,0.05,13.34,1
1911.0,873.41,0.46,0.0,4.23,3
178.0,80.52,0.45,0.0,2.76,3
11142.0,1292.9,0.12,0.0,3.72,3
347.0,1353.98,3.9,0.62,6.36,2
60.0,65.85,1.1,0.04,2.72,3
1445.0,18595.45,12.87,0.0,22.46,1
139.0,112.38,0.81,0.0,1.86,3
64.0,63.16,0.99,0.0,5.34,3
1166.0,3492.71,3.0,0.04,8.03,2
138.0,111.12,0.81,0.04,4.11,3
1874.0,1945.76,1.04,0.0,5.63,2
244.0,788.99,3.23,1.24,6.32,2
128.0,186.68,1.46,0.1,2.92,3
75.0,124.54,1.66,1.2,2.21,3
884.0,2887.59,3.27,0.0,6.89,2
224.0,272.7,1.22,0.37,3.17,3
130.0,86.03,0.66,0.05,3.61,3
440.0,2385.56,5.42,2.32,8.51,1
238.0,31.53,0.13,0.02,1.93,3
76.0,105.06,1.38,0.06,3.48,3
592.0,370.13,0.63,0.0,3.84,3
998.0,2590.13,2.6,0.0,9.83,2
370.0,1651.94,4.46,0.07,21.51,1
1181.0,4654.36,3.94,0.0,7.74,2
1352.0,3631.54,2.69,0.14,11.51,2
367.0,541.47,1.48,0.67,2.05,3
235.0,327.07,1.39,0.0,5.5,3
664.0,1906.63,2.87,0.0,10.61,2
725.0,2490.16,3.43,0.0,13.74,2
203.0,291.4,1.44,0.42,3.68,3
6843.0,274313.32,40.09,4.17,48.63,4
467.0,479.85,1.03,0.0,4.47,3
2125.0,18392.34,8.66,0.0,22.61,1
555.0,1889.54,3.4,1.26,4.68,2
341.0,2509.04,7.36,1.78,14.38,1
754.0,1770.41,2.35,0.0,10.07,2
522.0,1549.89,2.97,0.0,5.59,2
222.0,259.58,1.17,0.0,2.15,3
732.0,1826.07,2.49,0.28,6.72,2
2285.0,13296.36,5.82,0.0,43.32,1
200.0,323.64,1.62,1.17,1.31,3
1188.0,3235.07,2.72,0.1,9.19,2
804.0,6204.68,7.72,1.45,21.07,1
332.0,324.39,0.98,0.0,4.34,3
495.0,840.93,1.7,0.0,5.78,3
1314.0,1293.55,0.98,0.0,5.25,3
805.0,4417.63,5.49,0.0,21.08,1
248.0,269.73,1.09,0.04,5.43,3
1354.0,13660.29,10.09,0.0,22.37,1
396.0,1245.13,3.14,0.11,7.88,2
95.0,159.53,1.68,0.56,4.65,2
1540.0,108105.08,70.2,9.75,83.95,4
2192.0,1449.07,0.66,0.0,5.51,3
140.0,263.24,1.88,0.31,5.24,3
1908.0,25852.93,13.55,0.0,33.57,1
302.0,415.76,1.38,0.0,3.29,3
40.0,38.02,0.95,0.25,2.49,3
195.0,629.16,3.23,0.0,6.35,2
273.0,368.2,1.35,0.59,1.86,3
1304.0,15990.83,12.26,0.0,20.17,1
136.0,186.21,1.37,0.65,3.83,3
60.0,108.99,1.82,0.4,4.57,3
690.0,681.37,0.99,0.0,4.76,3
1801.0,4540.22,2.52,0.0,6.59,2
534.0,119.74,0.22,0.05,5.58,3
155.0,199.37,1.29,0.0,2.28,3
260.0,425.67,1.64,0.24,4.0,3
1197.0,1765.22,1.47,0.57,5.3,3
240.0,238.06,0.99,0.0,2.26,3
875.0,3851.61,4.4,1.79,12.83,2
992.0,3096.97,3.12,0.0,10.25,2
291.0,386.07,1.33,0.07,5.0,3
14169.0,11593.44,0.82,0.04,2.64,3
620.0,1937.63,3.13,0.09,6.07,2
49.0,93.09,1.9,0.82,4.33,3
70.0,89.19,1.27,0.57,1.68,3
4436.0,141476.21,31.89,0.79,47.57,4
956.0,3263.29,3.41,0.0,8.91,2
160.0,248.36,1.55,0.36,2.55,3
232.0,622.56,2.68,0.0,10.04,2
1179.0,8300.29,7.04,0.0,22.11,1
1172.0,3877.56,3.31,0.4,4.41,2
827.0,6749.99,8.16,0.18,16.02,1
892.0,9652.51,10.82,0.0,24.18,1
277.0,434.22,1.57,0.86,2.27,3
1166.0,14535.37,12.47,0.0,25.15,1
553.0,2290.18,4.14,0.0,12.84,2
1136.0,3380.59,2.98,0.0,9.46,2
644.0,1017.95,1.58,0.09,4.42,3
7476.0,188538.83,25.22,0.11,60.95,4
230.0,241.3,1.05,0.0,5.39,3
136.0,127.07,0.93,0.15,4.8,3
506.0,4244.2,8.39,0.0,34.39,1
766.0,2596.58,3.39,0.0,9.93,2
98.0,73.98,0.75,0.22,4.49,3
733.0,3017.23,4.12,0.0,11.09,2
720.0,928.97,1.29,0.26,2.86,3
1305.0,1730.37,1.33,0.13,5.5,2
74.0,78.19,1.06,0.0,2.28,3
982.0,807.03,0.82,0.05,4.08,3
92.0,246.5,2.68,0.41,10.83,2
1338.0,2145.22,1.6,0.06,12.37,2
170.0,76.12,0.45,0.0,2.22,3
15.0,56.14,3.74,0.94,5.81,2
356.0,332.88,0.94,0.0,3.41,3
495.0,414.56,0.84,0.0,2.09,3
1225.0,1495.49,1.22,0.71,2.36,3
58.0,84.18,1.45,0.1,4.66,3
20.0,76.79,3.84,0.0,1.63,3
387.0,2974.74,7.69,1.37,10.74,1
421.0,3993.57,9.49,1.07,18.6,4
1182.0,3883.02,3.29,0.0,7.92,2
55.0,109.09,1.98,0.69,3.42,3
1488.0,3712.6,2.5,0.0,12.99,2
738.0,612.52,0.83,0.0,3.59,3
860.0,2393.85,2.78,0.19,6.52,2
3435.0,64520.09,18.78,0.14,32.34,4
1470.0,1280.76,0.87,0.0,5.55,3
399.0,279.32,0.7,0.44,1.08,3
905.0,13315.97,14.71,0.59,18.27,1
128.0,196.12,1.53,0.75,2.28,3
926.0,3859.5,4.17,0.6,4.81,2
650.0,2125.82,3.27,0.0,6.36,2
294.0,1261.74,4.29,0.77,8.63,2
1399.0,1724.23,1.23,0.04,2.07,3
532.0,1039.97,1.95,0.0,9.1,2
220.0,210.48,0.96,0.0,2.01,3
991.0,3698.57,3.73,1.01,4.7,2
11412.0,42681.28,3.74,0.09,11.23,2
168.0,225.04,1.34,0.07,2.73,3
355.0,4600.86,12.96,6.95,15.34,1
314.0,232.6,0.74,0.0,2.84,3
308.0,266.12,0.86,0.0,4.52,3
165.0,224.06,1.36,0.23,4.21,3
124.0,191.39,1.54,0.21,4.01,3
682.0,2243.26,3.29,0.06,13.33,2
181.0,339.8,1.88,1.06,2.15,3
1122.0,2566.63,2.29,0.0,7.57,2
946.0,1892.54,2.0,0.0,13.0,2
540.0,657.27,1.22,0.0,4.04,3
2168.0,51696.92,23.85,0.0,35.04,1
1008.0,9380.21,9.31,0.0,26.63,1
1000.0,2329.4,2.33,0.0,5.4,2
712.0,701.13,0.98,0.0,4.12,3
97.0,137.85,1.42,0.0,4.57,3
212.0,290.79,1.37,0.04,5.07,3
324.0,410.39,1.27,0.04,5.68,3
535.0,739.59,1.38,0.0,4.81,3
973.0,1238.04,1.27,0.19,4.02,3
1562.0,2962.51,1.9,0.0,10.42,2
38.0,70.11,1.85,0.19,4.2,3
844.0,2333.77,2.77,0.0,6.37,2
546.0,1508.06,2.76,0.92,7.02,2
1555.0,16759.58,10.78,0.0,20.89,1
48.0,32.8,0.68,0.07,1.71,3
132.0,614.13,4.65,2.47,7.54,2
430.0,857.94,2.0,0.0,4.19,3
224.0,127.96,0.57,0.06,22.31,4
1024.0,2517.71,2.46,0.0,15.9,1
738.0,403.85,0.55,0.1,1.49,3
1675.0,9819.75,5.86,0.0,18.3,1
434.0,1172.27,2.7,0.0,11.87,2
598.0,768.18,1.28,0.9,1.48,3
188.0,215.6,1.15,0.69,1.15,3
16.0,17.3,1.08,0.07,3.8,3
575.0,2330.44,4.05,0.0,14.05,1
210.0,237.73,1.13,0.24,2.15,3
497.0,524.63,1.06,0.0,5.16,3
1524.0,15083.45,9.9,1.09,22.31,1
496.0,894.9,1.8,0.04,5.47,2
